class_type,title,alt_labels,description,skill_type,source
Skill,RED Cine X,,Editing and convertion,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660201
Skill,Red Giant,,"Red Giant effects package with Trapcode, Magic Bullet, Universe and Vfx suite",knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660202
Skill,regulate animal health standards,"supervise animal health standards;monitor animal health standards;regulate the health of animals;manage animal health standards;standardize animal health guidelines;undertake regulation of animal health standards;regulate animal health standard;develop, inspect and enforce animal health standards;regulate health of livestock standards;regulate health of livestock standard;regulate health of animal","Develop, inspect and enforce animal health standards required for interstate and international commerce of livestock and livestock products, and for public health.",skill,ESCO
Skill,rehearse artist fly movements,practice artist fly movements;rehearse artist flying movements;perfect artist fly movements;rehearsing artist fly movements;polish artist fly movements;rehearse fly movements,Help the artist rehearse their flying movements using the appropriate equipment.,skill,ESCO
Skill,Remo 3D,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,remove computer virus or malware from a computer,cleaning virus-infected computer;clean malware-infected computer;cleaning malware-infected computer;clean virus-infected computer;remove virus from a computer;removing malware from a computer;remove malware from a computer;removing virus from a computer;removing computer virus or malware from a computer;computer virus or malware removing from a computer,Carry out actions to remove computer viruses or other types of malware from a computer.,skill,ESCO
Skill,render 3D images,,Use specialised tools to convert 3D wire frame models into 2D images with 3D photorealistic effects or non-photorealistic rendering on a computer.,skill,ESCO
Skill,RenderMan,,Pixar 3D render,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660203
Skill,repair vessel electrical systems,repair ship electrical systems;repair electrical systems of vessels;fix ship electrical systems;repair electrical systems of ships;perform repairs of vessel electrical systems;fix vessel electrical systems;perform repairs of ship electrical systems;undertake repairs on ship electrical systems;undertake repairs on vessel electrical systems,Execute on board repairs of vessel electrical systems. Resolve malfunctions without affecting the course of the journey.,skill,ESCO
Skill,replicate customer software issues,,Use specialised tools to replicate and analyse the conditions that caused the set of software states or outputs reported by the customer in order to provide adequate solutions.,skill,ESCO
Skill,report on environmental issues,reporting on environmental issues;publish environmental reports;report on issues in the environment;compiling environmental reports;environmental reports compiling;environmental issues reporting;compile environmental reports;environmental reports publishing;reporting on issues in the environment;publishing environmental reports,"Compile environmental reports and communicate on issues. Inform the public or any interested parties in a given context on relevant recent developments in the environment, forecasts on the future of the environment, and any problems and possible solutions.",skill,ESCO
Skill,report on pest inspections,make pest inspection reports;reporting on pest inspections;report on inspections of pests;report on pest inspection,Provide written reports on all inspections carried out on buildings and all treatments applied and materials used to manage pests.,skill,ESCO
Skill,report test findings,describe test findings: record test findings;summarise test findings;note test findings;report a test finding,"Report test results with a focus on findings and recommendations, differentiating results by levels of severity. Include relevant information from the test plan and outline the test methodologies, using metrics, tables, and visual methods to clarify where needed.",skill,ESCO
Skill,research the past in recorded sources,examine the past in recorded sources;researching the past in recorded source;study the past in recorded sources;evaluate the past in recorded sources;analyse the past in recorded sources;researching the past in recorded sources;research on the past in recorded sources;research history in recorded sources;research on the past in recorded source,"Analyse recorded sources such as government records, newspapers, biographies, and letters in order to uncover and interpret the past.",skill,ESCO
Skill,research website users,perform website user base research activities;analyse and identify needs of website users to increase traffic;analyse traffic and user base of website;identify needs of website users to increase traffic;research users of website;research website users and traffic;analyse website users to increase traffic;research website traffic;research online user base;conduct research into the needs of website users;research website user base;research user base of website,Record and analyse website traffic by distributing surveys or using e-commerce and analytics. Identify the needs and preferences of target visitors in order to apply marketing strategies to increase website traffic.,skill,ESCO
Skill,Resolver One,,Spreadsheet software,knowledge,Wikipedia - https://en.wikipedia.org/wiki/Comparison_of_spreadsheet_software
Skill,resource description framework query language,SPARQL;RDF query language,The query languages such as SPARQL which are used to retrieve and manipulate data stored in Resource Description Framework format (RDF).,knowledge,ESCO
Skill,respect data protection principles,respect protection of data principles;respect principles for data protection;comply with data protection regulations;follow data protection principles,Ensure that access to personal or institutional data conforms to the legal and ethical framework governing such access.,skill,ESCO
Skill,respect publication formats,adhere to publication formats;respect formats for publication;conform to publication formats;comply with publication formats;respecting publication formats;respect publication format,Submit text material for printing purposes. Always respect the required and expected publication formats.,skill,ESCO
Skill,respond to changing situations in fishery,responding to changed situations in fishery;reacting to changing situations in fishery;respond to changed situations in fishery;react to changed situations in fishery;reacting to changed situations in fishery;responding to changing situations in fishery,Act decisive and in time to unexpected and rapidly changing situations in fishery.,skill,ESCO
Skill,RETAS,,2D animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_2D_animation_software
Skill,review development process of an organisation,,"Judge, review and decide on directions of innovation and development processes in an organisation in order to improve efficiency and reduce costs.",skill,ESCO
Skill,RFEM,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,Rhinoceros 3D,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,rig 3D characters,,"Set up a skeleton, bound to the 3D mesh, made out of bones and joints that allow the 3D character to be bent into a desired position using specialized ICT tools.",skill,ESCO
Skill,Rocket Chat,,Team Communication,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660205
Skill,room aesthetics,room tastes;aesthetics of a room;aesthetics of rooms,Assessment of how different pieces of a visual design can ultimately fit together to create the intended interior and visual environment.,knowledge,ESCO
Skill,Rough.js,,"Create graphics with a hand-drawn, sketchy, appearance",knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660206
Skill,RPG Maker VX Ace Lite,RMVXAce Lite,Game Engine aimed at RPG games,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660207
Skill,Ruby (computer programming),Ruby lang;Ruby-gnome2;Ruby prog,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Ruby.",knowledge,ESCO
Skill,run a media server,running media servers;operate a media server;carry out planned installation of media system;run a server for the media,Set up and run a media server.,skill,ESCO
Skill,Runrun,,Work Management Platform,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660208
Skill,SaaS (service-oriented modelling),,"The SaaS model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture.",knowledge,ESCO
Skill,safeguard online privacy and identity,review online privacy settings;protect digital privacy;take action to ensure online privacy;protect digital identity,"Apply methods and procedures to secure private information in digital spaces by limiting the sharing of personal data where possible, through use of passwords and settings on social networks, mobile device apps, cloud storage and other places, while ensuring other people's privacy; protect oneself from online fraud and threats and cyberbullying.",skill,ESCO
Skill,Salt (tools for software configuration management),,"The tool Salt is a software program to perform configuration identification, control, status accounting and audit.",knowledge,ESCO
Skill,Samurai Web Testing Framework,,The linux environment Samurai Web Testing Framework is a specialised penetration testing tool which tests security weaknesses of websites for potentially unauthorised access.,knowledge,ESCO
Skill,Sandbox,,Game development platform,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660209
Skill,SAP Data Services,,"The computer program SAP Data Services is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAP.",knowledge,ESCO
Skill,SAP R3,SAP S/4 HANA;SAP R/2;SAP ERP 6.0: Enhancement Packages;SAP R/1;SAP ERP;SAP R/3 Enterprise Central Component;SAP R/3 Enterprise Edition;SAP R/3,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAP R3.",knowledge,ESCO
Skill,Sapphire,,Suite of VFX plug-ins,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660210
Skill,SAS Data Management,,"The computer program SAS Data Management is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAS.",knowledge,ESCO
Skill,SAS language,,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in SAS language.",knowledge,ESCO
Skill,Syntactically Awesome Stylesheets,Syntactically Awesome Stylesheets,"The computer language Sass is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout.",knowledge,ESCO
Skill,Scala,,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Scala.",knowledge,ESCO
Skill,ScanIP,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,Scratch (computer programming),,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Scratch.",knowledge,ESCO
Skill,Scribus,,Desktop publishing,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660211
Skill,Sculptris,,3D modeling,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660212
Skill,Seamless3d,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,search databases,consult databases;search database;searching databases;research in databases;look through databases,Search for information or people using databases.,skill,ESCO
Skill,search engine optimisation,Search marketing;search engine marketing;SEM,The marketing approach which promotes webpage presentation by affecting the specific structures of the website which impact its visibility in unpaid search results.,knowledge,ESCO
Skill,search engines,Google;Yahoo;search engine;web search engine,The methods and techniques to navigate search engines and find information quickly.,knowledge,ESCO
Skill,search for information online,use on-line services;perform online information searches;detect bias and inaccuracy in electronic information;retrieve files;retrieve information from the internet;browse electronic data;search for info online;browse electronic information;search for online information;store electronic information;evaluate quality of electronic information;use web-browsing and information search;searching for information online;handle electronic information;search for electronic information;retrieve electronic information;cross-check electronic information;evaluate electronic information;use ICT tools for information search;search for information on-line;filter electronic information;use electronic databases,"Identify digital information via search engines, judging its relevance and purpose.",skill,ESCO
Skill,secure sensitive customer's information,keep safe sensitive customer's information;securing a sensitive customer's information;secure a sensitive customer's information;securing sensitive customer's information;protect sensitive customer's information;look after sensitive customer's information;maintain sensitive customer's information,Select and apply security measures and regulations related to sensitive customer information with the aim of protecting their privacy.,skill,ESCO
Skill,select illustration styles,select illustrating styles;choose illustration techniques;select styles of illustration;choose appropriate styles,"Select the appropriate style, medium, and techniques of illustration in line with the needs of the project and client's requests.",skill,ESCO
Skill,select video shots,choose shots to video;selecting video shots;select shots to video;choose effective scenes to video,"Select the most effective shot of a scene in terms of drama, story relevance or continuity.",skill,ESCO
Skill,SelfCad,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,service-oriented modelling,saas;Software as a service;service oriented models;ICT service models,"The principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture and application architecture.",knowledge,ESCO
Skill,set quality assurance objectives,set QC objectives;develop quality control framework;set quality control objectives;develop quality assurance framework;develop QC framework;set QA/QC objectives;develop QA framework;set QA objectives,"Define quality assurance targets and procedures and see to their maintenance and continued improvement by reviewing targets, protocols, supplies, processes, equipment and technologies for quality standards.",skill,ESCO
Skill,set up animation elements,setting up animation elements;set up animation element;assemble animation elements;prepare animation elements;mount animation elements,"Test and set up characters, props or environments to ensure they appear correctly from all required camera positions and angles.",skill,ESCO
Skill,set up the controller of a machine,erect the controller of a machine;install appliance and machine control systems;assemble appliance and machine control systems;erect appliance and machine control systems;install the controller of a machine;set up the computer controller of a machine;assemble the controller of a machine;build appliance and machine control systems;build the controller of a machine,Set up and give commands to a machine by dispatching the appropriate data and input into the (computer) controller corresponding with the desired processed product.,skill,ESCO
Skill,Shade 3D,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,Shadowplay,,NVidia's free aplication to record PC screens,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660214
Skill,share through digital technologies,,"Share data, information and digital content with others through appropriate digital technologies. Act as an intermediary, know about referencing and attribution practices.",skill,ESCO
Skill,SharkCAD,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,Sheep it,,Distributed renderfarm for Blender,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660215
Skill,Shiva (digital game creation systems),,"The cross-platform game engine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games. 
 ",knowledge,ESCO
Skill,Shot Designer,,Scene management and storyboard,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660216
Skill,Shotcut,,Video editing,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660217
Skill,Siag,,Spreadsheet software,knowledge,Wikipedia - https://en.wikipedia.org/wiki/Comparison_of_spreadsheet_software
Skill,SideFx Houdini,Houdini FX,3d particle simulation,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660218
Skill,SideFx Houdini Engine,Houdini FX engine,Load Houdini Digital Assets into other applications,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660219
Skill,signal cues to announcers,signalling cues to announcers;indicate cues to announcers;give cues to announcers;provide cues to announcers;signal cues to announcer,Signal when a song or commercial is about to end or begin to announcers so they know when to start or stop talking.,skill,ESCO
Skill,signal processing,DSP;analogic transmission digital transmission;digital signal processing,"The algorithms, applications and implementations that deal with the processing and transferring of information through analog or digital frequencies.",knowledge,ESCO
Skill,Simplygon Connect,,Automated 3D Optimization,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660220
Skill,Skanect,,3D capture and scanning,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660221
Skill,Sketch,,Protyping tool,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660222
Skill,SketchBook Pro,SketchBook;Autodesk SketchBook Pro,The computer program SketchBook Pro is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Autodesk.,knowledge,ESCO
Skill,Sketchup,,3D modeling,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660223
Skill,Smalltalk (computer programming),,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Smalltalk.",knowledge,ESCO
Skill,Smart Body,,Motion Capture,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660224
Skill,Smart IBL,,Light setup for 3D renders,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660225
Skill,social media marketing techniques,,The marketing methods and strategies used to increase attention and website traffic through social media channels.,knowledge,ESCO
Skill,software anomalies,,"The deviations of what is standard and exceptional events during software system performance, identification of incidents that can alter the flow and the process of system execution.",knowledge,ESCO
Skill,software architecture models,,"The set of structures and models needed to understand or describe the software system, including the software elements, the relations between them and the properties of both elements and relations.",knowledge,ESCO
Skill,software components libraries,,"The software packages, modules, web services and resources that cover a set of related functions and the databases where these reusable components can be found.",knowledge,ESCO
Skill,software components suppliers,,The suppliers who can deliver the required software components.,knowledge,ESCO
Skill,software design methodologies,,"The methodologies such as Scrum, V-model and Waterfall to design software systems and applications.",knowledge,ESCO
Skill,software interaction design,interaction design,The methodologies for designing interaction between users and a software product or service to satisfy the needs and preferences of most of the people who will interface with the product and to simplify the communication between product and user such as Goal-oriented design.,knowledge,ESCO
Skill,software metrics,,The metrics that measure a characteristic of the software system in order to determine the development of the software and evaluate it.,knowledge,ESCO
Skill,software UI design patterns,,The reusable solutions and formalised best practices to solve common user interface tasks in software development and design.,knowledge,ESCO
Skill,Solid Edge,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,solidThinking,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,SolidWorks,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,solution deployment,,"The technologies and standards to be used during the installation, deployment and maintenance of software characteristics.",knowledge,ESCO
Skill,solve bank account problems,solve account problems;solve bank book problems;troubleshoot bank account problems;solve account issues,Solve bank account problems and issues of customers in the banking sector such as deblocking a bank card.,skill,ESCO
Skill,solve ICT system problems,troubleshoot system;diagnose system problems;manage system problem,"Identify potential component malfunctions. Monitor, document and communicate about incidents. Deploy appropriate resources with minimal outage and deploy appropriate diagnostic tools.",skill,ESCO
Skill,solve location and navigation problems by using GPS tools,resolve location and navigation issues by using GPS tools;find solutions location and navigation problems by using GPS tools;solve location and navigation problem by using GPS tools;solve location and navigation problems by using GPS instruments;solve location and navigation problems by using GPS tool;use Global Positioning System;solving location and navigation problems by using GPS tools;use GPS tools;solve navigation problems by using GPS tools,"Use applications and devices which provide users with accurate assessment of their location using system of satellites, such as navigation systems.",skill,ESCO
Skill,solve operational transport problems,resolve operational transport problems;solve operational transport issues;find solutions to operational transport problems;remedy problems in operational transport;develop solutions to operational transport problems;address operational transport problems;address operational transport issues;remedy problems in operational transportation;create solutions to operational transport problems;resolve operational transport issues,Communicate with clients and providers in the event of a delay; undertake measures to provide solutions. Take decisions and work proactively in order to avoid operational problems. ,skill,ESCO
Skill,solve problems in gambling through digital means,find a solution to problems in gambling through information technology;solving problems in gambling through digital means;work out gambling problems through digital means;solve gambling problems through digital means,"Use ICT resources, tools and competence in order to solve gambling, betting and lottery problems such as game operation problems.",skill,ESCO
Skill,solve problems in healthcare,handle issues in healtchare;solve problems in the healthcare sector;find solutions for problems in healthcare;solve problems in health-care,"Carry out actions, by previously identifying and analysing problems, that facilitate seeking the most beneficial solution for the patient, the family and the community, reaching objectives, improving outcomes and keeping the quality of their work.",skill,ESCO
Skill,solve technical problems,,"Identify technical problems when operating devices and using digital environments, and solve them (from trouble-shooting to solving more complex problems).",skill,ESCO
Skill,Sophie,,Streaming switcher and media converter,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660226
Skill,Source (digital game creation systems),Source 2;Source 2007;Source 2006,"The game engine Source which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",knowledge,ESCO
Skill,Source Filmmaker,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,SpaceClaim,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,SPARQL,SPARQL Protocol and RDF Query Language,The computer language SPARQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organisation World Wide Web Consortium.,knowledge,ESCO
Skill,specify digital game scenes,create digital game locations,"Describe scenes of digital games by communicating and cooperating with artistic crew, designers and artists in order to define the scope of the game's virtual environments.",skill,ESCO
Skill,Spiral development,,The spiral development model is a methodology to design software systems and applications.,knowledge,ESCO
Skill,SQL,Informix 4GL/SQL;SEQUEL;Subquery,The computer language SQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the American National Standards Institute and the International Organization for Standardization.,knowledge,ESCO
Skill,SQL Server,SQL Server Enterprise Edition;Microsoft SQL Server Compact;Microsoft SQL Server;SQL Server Workgroup Edition;SQL Server 2005;SQL Server 2014;SQL Server Standard Edition;SQL Server 2012;SQL Server Web Edition;Azure SQL Database;SQL Server 2008;SQL Server Express Edition;SQL Server Developer Edition;MS SQL Server,"The computer program SQL Server is a tool for creating, updating and managing databases, developed by the software company Microsoft.",knowledge,ESCO
Skill,SQL Server Integration Services,Microsoft SQL Server Integration Services;Microsoft SSIS;SSIS,"The computer program SQL Server Integration Services is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Microsoft.",knowledge,ESCO
Skill,statistical analysis system software,statistical analysis of software systems;statistical analysis system operating system;statistical analysis system programme;statistical analysis of system software;statistical analysing of system software;statistical analysis system application,"Specific software system (SAS) used for advanced analytics, business intelligence, data management, and predictive analytics.",knowledge,ESCO
Skill,statistics,use of statistics in performance of work;stats;use of data in performance of work;statistical analysis;use of statistics,"The study of statistical theory, methods and practices such as collection, organisation, analysis, interpretation and presentation of data. It deals with all aspects of data including the planning of data collection in terms of the design of surveys and experiments in order to forecast and plan work-related activities.",knowledge,ESCO
Skill,store digital data and systems,storing digital data and systems;store digital data and system;archive digital data and systems;restore data;use data and systems archiving tools;backup digital data and systems;cache digital data and systems;store systems and digital data;use data and systems archiving procedures;back up data,"Use software tools to archive data by copying and backing them up, in order to ensure their integrity and to prevent data loss.",skill,ESCO
Skill,Storyboarder,,Scene management and storyboard,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660227
Skill,Strata 3D,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,structure soundtrack,formulate soundtrack;structure soundtracks;structuring soundtrack;prepare soundtrack;build soundtrack;organise soundtrack,Structure the music and sound a film to make sure that all components work together.,skill,ESCO
Skill,Studio One 4 Prime,,Flexible Tools for Creative Musicians ,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660228
Skill,style sheet languages,CSS;cascading style sheets,"The field of computer language that conveys the presentation of structured documents such as Cascading Style Sheets (CSS). These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout.",knowledge,ESCO
Skill,Sublime Text,,Notepad aimed at coding,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660229
Skill,Subtitle Workshop,,Subtitling,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660231
Skill,SubtitleEdit,,Subtitling,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660230
Skill,supervise food quality,ensure safety of food;supervise quality of food;control quality standards of food;supervising food quality,Oversee the quality and safety of food served to visitors and customers according to food standards.,skill,ESCO
Skill,supervise lighting crew,organise lighting crew;manage lighting crew;supervising lighting crew;oversee lighting crew;direct lighting crew;supervise lighting crews,Supervise the crew responsible for setting up and operating lighting equipment during production of a motion picture or theatre production. Make sure they understand the creative vision and use the right equipment and settings.,skill,ESCO
Skill,supervise plotting of stage lights,supervise plotting of stage lighting;supervise plotting of lights on stage;lead plotting;check correct positioning of stage lights,"Make sure cues for stage lights are adequately entered into the lightboard. Put in levels, positions, changeovers, etc.",skill,ESCO
Skill,supervise video quality,oversee video quality;supervise audio and video editing quality;supervise quality of video,Oversee the quality and progress of audio and video engineering and editing.,skill,ESCO
Skill,support audio system installation,support technical audio system;offer back-up of audio system installation;support installation of audio system,Support the on-site installation efforts of the team. Troubleshoot and debug audio systems.,skill,ESCO
Skill,Sweet Home 3D,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
